Year,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD,Make_BMW,Make_Chevrolet,Make_Ford,Make_Hyundai,Make_Kia,Make_Mercedes,Make_Nissan,Make_Tesla,Make_Volkswagen,Region_Australia,Region_Europe,Region_North America,Vehicle_Type_SUV,Vehicle_Type_Sedan,Vehicle_Type_Truck,Usage_Type_Fleet,Usage_Type_Personal
2016,113.7,94.0,553,128.8,1.15,633,18.86,224750,46.7,241,5.62,13.8,26.97,261,799,0.35,1236.31,29194,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2022,79.6,77.5,381,113.3,0.76,359,17.11,140372,80.3,241,7.41,25.5,16.84,920,1540,0.22,440.32,26428,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2021,91.1,77.6,471,201.2,0.55,1527,18.26,196889,95.7,203,4.79,38.1,23.63,569,1032,0.28,838.88,26589,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2017,67.8,85.2,279,210.4,0.36,1137,18.46,91569,87.3,197,4.6,-3.7,10.99,1905,1058,0.24,338.07,19134,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2015,51.6,86.7,217,234.1,0.28,1496,24.48,119780,49.4,236,5.77,-3.4,14.37,1707,2170,0.2,488.7,17740,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2022,32.9,72.3,149,58.8,0.74,506,24.15,109332,30.4,194,4.74,-1.6,13.12,865,708,0.26,572.08,16653,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,94.9,91.9,379,239.0,0.44,246,18.11,140102,95.4,157,6.63,0.3,16.81,447,2175,0.23,486.31,28824,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
2017,75.5,82.4,434,41.1,2.0,917,24.13,155004,41.3,196,7.97,29.6,18.6,1683,1449,0.33,1028.57,20073,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,101.7,70.1,535,153.6,0.85,1514,23.84,132925,38.9,191,6.96,9.6,15.95,916,1323,0.3,792.23,31610,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2017,75.1,85.6,367,72.2,1.42,1482,13.59,76835,45.6,196,8.27,8.4,9.22,333,1287,0.11,95.72,21658,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2019,67.3,70.4,382,133.7,0.69,1717,23.89,119300,61.5,150,6.97,31.6,14.32,1859,778,0.15,356.26,20049,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2017,98.2,80.7,587,73.8,1.74,1956,18.59,56458,53.2,249,8.77,-7.8,6.77,722,2211,0.16,139.94,26017,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2024,56.0,79.3,282,169.6,0.42,1068,22.54,7179,50.3,249,5.31,39.8,0.86,1572,983,0.33,44.5,22306,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
2023,114.1,95.2,603,156.6,0.89,1478,14.88,191764,68.4,211,7.23,12.2,23.01,701,940,0.25,594.47,30646,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
2020,102.1,98.3,428,74.4,1.67,1250,16.43,215020,42.6,155,6.71,34.0,25.8,462,2142,0.15,441.6,28627,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
2019,61.5,91.2,291,143.7,0.59,1151,22.21,108431,75.4,156,5.12,20.8,13.01,471,2357,0.35,702.41,19209,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2017,46.4,98.3,255,60.7,0.97,406,21.04,164855,93.4,220,8.16,9.3,19.78,1100,720,0.25,722.61,16313,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
2019,83.1,90.9,389,176.8,0.51,1360,21.9,42081,47.6,220,8.39,33.2,5.05,1404,745,0.31,238.07,25624,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2024,50.6,94.7,232,179.6,0.34,898,14.11,163471,81.5,171,6.88,31.5,19.62,1005,2376,0.13,249.88,20364,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2017,102.2,94.3,458,158.0,0.8,1774,14.49,72438,35.6,205,3.99,2.3,8.69,1266,1446,0.19,166.19,28627,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2016,35.1,70.9,152,246.8,0.16,1934,18.95,53115,91.5,209,5.23,13.1,6.37,1166,1736,0.34,285.18,14347,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2019,94.8,72.8,499,79.4,1.34,1149,17.99,235487,66.9,212,7.97,4.7,28.26,902,580,0.16,564.85,23357,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2015,66.6,77.0,337,58.5,1.38,1568,21.12,133019,82.8,235,5.48,34.8,15.96,468,1526,0.29,678.93,20059,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2020,105.1,70.2,465,158.2,0.84,468,24.34,113500,99.9,214,8.99,11.6,13.62,588,1221,0.33,759.71,30906,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2023,89.5,100.0,405,148.7,0.69,963,12.01,120503,61.9,135,4.18,1.9,14.46,478,881,0.21,253.27,29573,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2023,80.6,74.0,346,200.4,0.44,1437,13.9,116706,54.8,189,7.88,31.3,14.0,930,2116,0.35,473.15,25829,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2016,91.5,70.6,500,127.4,0.8,720,21.3,86196,93.6,238,5.84,13.3,10.34,1807,2339,0.32,489.59,25287,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
2021,58.4,87.8,308,105.7,0.77,1561,13.38,159562,50.4,139,3.55,27.6,19.15,637,1866,0.1,177.91,22532,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2021,68.9,85.1,363,81.8,0.96,1524,14.33,161666,70.0,178,6.72,11.4,19.4,1518,1641,0.14,270.28,23224,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2019,38.6,98.5,230,141.4,0.29,1742,12.33,184776,50.2,230,3.9,37.9,22.17,1271,1266,0.16,303.77,16394,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2015,86.1,75.7,425,183.2,0.56,1669,15.3,206484,72.7,232,8.91,4.2,24.78,1953,1359,0.21,552.86,20092,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
2016,119.0,98.5,494,234.1,0.64,1258,14.93,222674,74.4,138,3.72,19.7,26.72,1178,1687,0.17,470.97,26763,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
2021,100.8,74.8,412,105.2,1.19,673,18.11,180911,36.9,194,9.65,26.7,21.71,1605,1589,0.15,409.54,27212,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
2015,39.6,85.1,213,151.3,0.29,1743,19.57,163987,67.4,191,8.11,-9.5,19.68,609,1997,0.31,829.05,10184,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2015,104.2,82.1,438,25.7,5.69,1495,16.58,22769,80.3,210,5.14,-2.2,2.73,1797,2120,0.19,59.77,28141,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2017,43.0,74.0,253,203.2,0.28,1213,17.92,79135,85.4,203,6.4,1.2,9.5,985,1348,0.27,319.07,17043,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2021,63.8,84.9,298,68.8,1.16,1232,18.76,168607,42.0,163,6.69,7.9,20.23,1046,1317,0.09,237.23,20321,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2018,48.5,92.1,261,69.9,0.75,1842,24.64,209705,90.2,191,5.39,-1.7,25.16,991,1050,0.19,818.13,18283,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
2017,65.1,92.2,310,89.9,0.85,1181,15.04,86219,57.0,148,8.98,24.4,10.35,265,2366,0.33,356.6,17605,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2024,47.9,98.1,193,115.6,0.59,479,14.51,76975,52.5,173,6.8,-1.9,9.24,574,2411,0.3,279.23,17503,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
2021,58.6,86.0,294,239.1,0.3,316,23.98,118838,96.1,168,7.67,30.9,14.26,1244,1596,0.15,356.22,19006,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2017,33.5,79.2,183,22.4,1.98,1693,22.17,42317,78.9,206,7.72,11.2,5.08,1451,1899,0.12,93.82,11789,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2021,72.9,79.8,396,28.8,2.73,1091,19.2,95073,62.4,225,5.44,9.2,11.41,1825,2443,0.34,517.2,20839,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
2017,65.4,95.4,317,142.9,0.6,1899,13.49,122504,86.6,162,4.8,15.3,14.7,1599,1918,0.33,454.46,20586,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,116.9,98.2,669,130.5,1.22,1821,23.18,21101,59.5,187,6.62,14.9,2.53,1052,806,0.15,61.14,32144,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2018,86.6,93.8,369,135.0,0.72,1845,14.12,121475,87.5,186,7.24,-3.5,14.58,1067,2303,0.15,214.4,23682,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2019,97.2,88.1,522,15.4,8.11,325,21.99,84397,32.3,173,6.86,31.6,10.13,1926,1821,0.17,262.92,25844,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,114.0,80.4,480,128.6,0.99,395,24.81,41818,47.0,130,3.95,22.0,5.02,1148,1724,0.08,69.17,31634,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
2023,117.4,98.4,677,62.3,2.19,333,21.82,190254,42.6,243,8.85,3.6,22.83,828,1518,0.26,899.46,32109,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2021,71.8,86.1,430,106.4,0.79,1432,23.78,226576,78.7,238,3.84,-5.2,27.19,1328,1943,0.25,1122.5,25290,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
2022,75.2,70.6,338,134.7,0.79,1780,18.35,238043,70.1,130,9.57,6.4,28.57,682,2199,0.14,509.61,20899,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023,48.0,73.9,256,144.8,0.37,1214,15.33,8212,99.0,172,5.19,23.1,0.99,921,2107,0.1,10.49,16971,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2024,109.0,92.9,440,130.9,1.08,1302,20.27,230097,90.4,247,4.79,14.7,27.61,1339,1958,0.21,816.21,33456,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2023,99.4,89.8,478,225.0,0.6,817,23.91,153067,31.0,194,8.63,7.9,18.37,519,1555,0.35,1067.45,31636,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
2024,66.8,94.7,358,199.8,0.37,1863,20.1,50752,65.3,200,9.38,16.4,6.09,851,1594,0.31,263.53,25732,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2020,108.2,84.5,505,47.9,2.82,1728,18.78,214896,76.6,219,8.0,-9.7,25.79,1877,2072,0.13,437.21,27598,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
2022,99.2,76.2,538,149.6,0.89,1684,18.45,175715,56.1,162,8.27,18.7,21.09,303,533,0.23,621.37,28518,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2020,114.3,71.6,611,224.0,0.57,262,19.18,70839,80.2,207,9.94,30.1,8.5,665,579,0.29,328.35,30550,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2024,81.6,76.6,467,188.5,0.54,661,13.93,154748,95.1,161,6.04,32.2,18.57,509,1895,0.13,233.53,23414,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2018,63.3,70.6,269,191.3,0.4,897,24.2,97693,96.3,144,6.32,3.9,11.72,1336,2203,0.22,433.43,16868,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2023,77.9,72.8,380,249.9,0.34,1126,16.05,124968,37.2,211,3.52,5.2,15.0,662,2253,0.21,351.0,21832,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2021,104.2,90.3,458,30.1,3.81,468,15.76,99542,59.9,197,5.25,15.6,11.95,585,748,0.22,287.61,29043,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2024,77.7,80.6,434,116.8,0.85,401,21.84,156460,85.4,212,7.32,18.5,18.78,1869,2365,0.23,654.94,28014,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2020,62.6,92.1,325,53.4,1.51,825,12.87,28466,88.2,144,3.89,12.2,3.42,1577,534,0.19,58.01,17061,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
2020,115.6,89.0,544,155.2,0.96,1134,24.39,23095,45.4,176,5.41,-8.3,2.77,885,1626,0.2,93.88,33566,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2015,72.4,94.6,307,216.0,0.36,1017,17.66,14404,45.2,184,8.33,-1.0,1.73,1207,1537,0.28,59.35,17987,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2017,107.9,71.0,570,193.3,0.63,1810,21.15,50520,94.9,188,3.71,21.2,6.06,1343,745,0.23,204.8,30076,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
2019,39.1,77.8,170,17.8,2.37,527,12.16,223874,40.7,234,5.31,19.0,26.86,605,1252,0.34,771.32,17322,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2016,110.6,89.8,518,224.6,0.64,1509,23.27,7853,94.5,237,3.58,5.0,0.94,527,1054,0.25,38.07,29376,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
2022,63.1,70.8,333,224.4,0.31,378,23.75,38043,66.7,163,5.72,-0.6,4.57,1533,1429,0.33,248.47,23489,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2019,53.2,71.1,274,66.0,1.09,1876,15.16,242011,82.7,195,9.35,30.9,29.04,1652,1688,0.13,397.46,17243,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2020,57.3,99.5,260,59.4,1.19,842,15.37,50313,71.2,154,5.76,25.9,6.04,1318,641,0.19,122.44,20745,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2020,94.5,82.5,521,65.3,1.92,487,16.84,121680,98.5,181,5.99,19.5,14.6,984,2020,0.15,256.14,24781,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2015,77.9,88.2,387,108.5,0.95,1371,14.89,137019,67.9,164,5.58,-1.6,16.44,1816,1440,0.09,153.02,22829,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
2021,32.2,88.8,145,170.9,0.21,1666,13.22,47407,30.7,131,5.12,34.5,5.69,1023,862,0.1,52.23,14156,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2022,105.4,70.5,557,114.9,1.22,1407,20.11,242411,38.6,237,3.59,-4.0,29.09,283,545,0.23,934.35,30569,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2022,57.7,78.6,336,218.4,0.33,987,22.14,223043,92.2,249,9.08,9.6,26.77,1753,794,0.14,576.12,18186,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2020,74.5,84.7,378,72.6,1.3,746,23.72,238208,61.9,222,7.5,13.7,28.58,759,2313,0.33,1553.83,20017,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2015,67.7,80.3,338,120.4,0.68,954,14.96,153940,47.0,208,9.09,17.1,18.47,1601,1086,0.25,479.78,20058,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
2022,70.2,82.3,356,70.9,1.07,238,18.43,52922,36.8,193,4.61,-3.2,6.35,1369,2440,0.16,130.05,21369,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2018,91.2,72.6,448,188.7,0.51,1378,14.62,15866,80.2,172,4.62,5.3,1.9,1585,611,0.12,23.2,25921,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2023,95.1,89.3,518,125.3,0.92,760,16.31,19407,92.8,223,9.39,29.2,2.33,1005,624,0.17,44.84,26976,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2015,93.5,78.7,426,68.0,1.5,975,12.24,70308,63.1,242,8.64,-0.3,8.44,1331,1799,0.22,157.77,22167,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2019,83.0,89.4,406,242.5,0.47,964,16.32,248776,31.2,136,7.05,0.7,29.85,1011,606,0.17,575.17,22392,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
2020,75.9,73.9,417,34.7,2.4,1721,16.19,246431,32.8,235,9.5,23.3,29.57,958,1835,0.32,1063.92,21597,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2021,37.6,90.4,201,170.9,0.24,1549,13.15,106611,63.0,234,3.85,8.0,12.79,805,1743,0.25,292.07,16244,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2017,118.1,72.7,690,125.8,1.1,1969,19.85,249213,60.1,187,5.94,36.3,29.91,1632,1600,0.35,1442.84,30891,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
2022,68.5,73.0,358,45.3,1.82,845,23.48,71558,77.4,195,8.84,29.1,8.59,1624,527,0.12,168.02,22300,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2020,106.1,97.3,598,41.6,2.69,1033,21.28,166064,93.6,173,3.53,22.3,19.93,691,2431,0.16,471.18,29950,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015,115.8,71.6,627,138.2,1.02,1331,13.04,27560,43.4,183,8.7,2.7,3.31,535,2468,0.29,86.85,30109,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021,35.4,94.4,162,142.6,0.32,1027,19.54,64799,53.4,212,4.58,29.3,7.78,249,1537,0.19,200.48,12711,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
2018,55.8,82.1,305,242.5,0.28,1387,23.77,165353,91.1,207,9.53,16.0,19.84,265,1379,0.24,786.09,15949,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2021,55.6,93.0,274,86.8,0.75,1085,16.9,115373,41.0,136,9.22,34.4,13.84,1966,1814,0.31,503.7,22020,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015,59.7,83.4,280,91.9,0.72,1116,16.75,241128,68.8,144,4.35,19.6,28.94,298,1025,0.09,302.92,18779,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2018,103.3,93.3,576,180.2,0.75,944,16.5,103318,43.6,214,9.84,33.4,12.4,1982,504,0.21,298.33,24513,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2019,88.2,86.4,361,189.2,0.56,991,17.5,89983,64.4,226,9.8,20.4,10.8,1464,1429,0.19,249.33,25839,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2016,54.2,87.7,282,47.8,1.26,1755,24.35,153672,50.2,153,4.76,17.7,18.44,1763,1677,0.12,374.19,14814,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
2018,80.3,75.6,393,154.6,0.66,1989,22.93,9595,82.3,232,4.17,31.9,1.15,1963,622,0.1,18.33,21334,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
2023,90.3,99.7,480,186.3,0.61,1761,17.93,33582,87.6,231,7.55,7.2,4.03,1535,1659,0.15,75.27,27425,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2021,65.5,90.3,324,248.5,0.3,286,15.69,241966,93.2,223,5.38,3.5,29.04,1021,1936,0.24,759.29,24032,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
2023,68.2,83.8,275,15.0,5.48,1482,16.8,30710,42.5,225,8.69,16.2,3.69,761,2033,0.31,133.28,22797,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2022,91.4,76.3,450,228.6,0.51,986,18.33,129403,81.4,226,8.02,28.5,15.53,1906,568,0.09,177.9,27911,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2022,30.9,98.1,162,87.9,0.46,699,22.36,188951,39.6,220,4.58,16.4,22.67,1908,1673,0.16,563.33,16716,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
2015,49.4,72.0,250,25.8,2.15,1692,17.89,22974,74.8,192,5.28,-3.9,2.76,1761,676,0.17,58.23,17281,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2023,100.2,79.9,465,144.3,0.76,884,21.18,48815,71.9,156,9.18,11.6,5.86,1253,965,0.31,267.09,29486,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2019,108.1,71.3,556,215.0,0.63,996,19.76,198979,53.5,234,4.09,18.1,23.88,620,1839,0.11,360.42,28743,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2018,45.4,79.3,210,168.4,0.32,1981,14.75,114366,60.5,245,6.54,-3.6,13.72,674,1946,0.1,140.57,16488,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2021,39.4,95.7,182,243.1,0.22,938,14.47,126246,46.2,174,9.98,16.2,15.15,902,578,0.19,289.24,14428,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,83.1,88.9,472,81.9,1.29,1535,23.71,186879,75.7,237,4.33,31.2,22.43,1384,1951,0.35,1292.35,26482,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2023,30.9,90.3,153,49.5,0.8,1066,22.43,6766,63.7,197,7.57,10.5,0.81,1424,2425,0.08,10.12,13447,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
2020,79.3,88.3,331,124.3,0.85,697,24.33,136776,93.8,208,9.5,10.9,16.41,1574,1857,0.09,249.58,23355,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2021,78.3,92.6,335,94.2,1.04,384,24.08,129451,93.8,147,4.62,7.9,15.53,366,1613,0.25,649.41,25182,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2018,116.6,89.6,661,136.5,1.14,921,19.53,187702,82.0,230,5.48,24.1,22.52,443,1871,0.27,824.81,31365,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2020,98.0,92.5,444,147.7,0.72,1935,15.33,161537,45.0,211,7.97,13.5,19.38,1913,2350,0.26,536.55,27361,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2016,62.6,79.6,362,129.7,0.57,1923,17.62,9329,49.2,219,8.91,25.7,1.12,216,744,0.22,30.14,20748,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2023,88.6,77.8,366,109.8,0.99,1808,14.8,21220,35.1,200,3.59,28.6,2.55,1050,2482,0.25,65.43,28230,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021,115.6,87.9,465,95.3,1.65,952,17.71,249053,57.1,137,3.96,29.9,29.89,455,1327,0.28,1029.17,28163,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2024,41.5,76.7,233,221.0,0.26,1959,18.21,182563,39.3,133,4.7,12.2,21.91,1992,1540,0.35,969.64,15324,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2019,104.9,79.8,572,33.4,3.63,1058,21.75,97529,83.3,155,5.08,7.7,11.7,992,2263,0.24,424.25,25289,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2016,91.1,76.9,457,223.2,0.47,489,14.15,136994,61.9,162,7.62,8.2,16.44,1612,2389,0.28,452.31,25965,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2016,62.8,76.3,348,127.3,0.65,1900,17.12,221026,84.4,235,8.39,-6.0,26.52,1327,838,0.08,252.26,19304,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2021,45.7,85.5,206,183.7,0.32,1467,20.47,103752,82.7,155,4.69,27.5,12.45,764,2120,0.27,477.86,15528,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
2022,114.1,99.3,625,71.3,2.09,1304,19.64,147712,96.4,131,7.38,13.6,17.73,573,2424,0.2,483.51,29031,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
2017,49.3,70.2,226,190.0,0.29,625,18.42,205609,65.2,132,5.56,8.0,24.67,669,1309,0.25,789.02,17661,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2023,30.8,91.5,144,199.0,0.2,1036,21.19,156168,42.1,194,7.86,2.6,18.74,1539,2337,0.27,744.57,14490,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
2020,61.6,95.1,254,236.2,0.28,1766,15.79,113139,51.1,196,7.37,22.2,13.58,705,780,0.11,163.76,21787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2020,52.9,98.5,278,48.3,1.24,391,17.59,109417,39.4,180,9.71,-3.6,13.13,791,1677,0.22,352.85,16513,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2018,60.9,75.5,256,242.6,0.33,598,16.72,11641,65.5,143,3.78,18.3,1.4,1869,2248,0.29,47.04,16638,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2022,106.9,84.1,613,80.7,1.81,1115,13.72,238265,77.3,176,3.85,15.0,28.59,1520,2049,0.25,681.04,31493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,70.4,78.6,296,193.5,0.44,1498,19.88,63017,62.2,205,4.2,15.3,7.56,675,2034,0.34,354.95,23354,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,48.5,89.4,276,123.9,0.44,1734,19.61,61289,93.7,214,5.11,31.7,7.35,1706,1465,0.34,340.53,13253,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2017,69.2,86.7,332,61.3,1.33,1786,12.72,244427,46.4,142,4.02,32.8,29.33,357,2133,0.31,803.19,19732,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2020,73.3,85.9,337,129.2,0.77,1294,16.06,176735,76.8,171,8.63,22.8,21.21,1709,2295,0.19,449.41,19921,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,67.3,95.3,300,12.4,6.29,1504,23.57,166233,73.4,237,4.19,14.8,19.95,1273,2463,0.15,489.76,21031,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
2016,83.5,79.7,338,190.3,0.58,746,24.0,84968,70.4,244,5.16,-8.4,10.2,1418,2043,0.24,407.85,24796,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2021,35.0,87.7,200,125.9,0.4,1532,20.6,33106,97.6,204,5.71,24.0,3.97,1017,2030,0.33,187.55,13982,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
2023,46.8,71.0,275,232.3,0.27,753,19.24,223339,76.3,206,6.9,14.3,26.8,838,2110,0.32,1145.88,20427,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
